統計年度,資料來源,分析標的,分析內容,統計項目,統計項目說明,分析結果值,分析結果單位
109,運動現況調查,民眾喜好運動項目,棒球,年齡,65-69歲,0,百分比
109,運動現況調查,民眾喜好運動項目,棒球,年齡,70歲及以上,0,百分比
109,運動現況調查,民眾喜好運動項目,棒球,年齡,拒答,0,百分比
109,運動現況調查,民眾喜好運動項目,網球,年齡,整體,0.2,百分比
109,運動現況調查,民眾喜好運動項目,網球,年齡,13-17歲,0,百分比
109,運動現況調查,民眾喜好運動項目,網球,年齡,18-24歲,0.8,百分比
109,運動現況調查,民眾喜好運動項目,網球,年齡,25-29歲,0.2,百分比
109,運動現況調查,民眾喜好運動項目,網球,年齡,30-34歲,0.4,百分比
109,運動現況調查,民眾喜好運動項目,網球,年齡,35-39歲,0,百分比
109,運動現況調查,民眾喜好運動項目,網球,年齡,40-44歲,0,百分比
109,運動現況調查,民眾喜好運動項目,網球,年齡,45-49歲,0,百分比
109,運動現況調查,民眾喜好運動項目,網球,年齡,50-54歲,0.2,百分比
109,運動現況調查,民眾喜好運動項目,網球,年齡,55-59歲,0.1,百分比
109,運動現況調查,民眾喜好運動項目,網球,年齡,60-64歲,0,百分比
109,運動現況調查,民眾喜好運動項目,網球,年齡,65-69歲,0.8,百分比
109,運動現況調查,民眾喜好運動項目,網球,年齡,70歲及以上,0.1,百分比
109,運動現況調查,民眾喜好運動項目,網球,年齡,拒答,0,百分比
109,運動現況調查,民眾喜好運動項目,散步/走路/健走,身體質量指數,整體,33.7,百分比
109,運動現況調查,民眾喜好運動項目,散步/走路/健走,身體質量指數,過輕,24.9,百分比
109,運動現況調查,民眾喜好運動項目,散步/走路/健走,身體質量指數,標準,34,百分比
109,運動現況調查,民眾喜好運動項目,散步/走路/健走,身體質量指數,過重,34.3,百分比
109,運動現況調查,民眾喜好運動項目,散步/走路/健走,身體質量指數,肥胖,37,百分比
109,運動現況調查,民眾喜好運動項目,慢跑,身體質量指數,整體,14.5,百分比
109,運動現況調查,民眾喜好運動項目,慢跑,身體質量指數,過輕,19.9,百分比
109,運動現況調查,民眾喜好運動項目,慢跑,身體質量指數,標準,16,百分比
109,運動現況調查,民眾喜好運動項目,慢跑,身體質量指數,過重,18.2,百分比
109,運動現況調查,民眾喜好運動項目,慢跑,身體質量指數,肥胖,10.6,百分比
109,運動現況調查,民眾喜好運動項目,爬山,身體質量指數,整體,5.2,百分比
109,運動現況調查,民眾喜好運動項目,爬山,身體質量指數,過輕,7.4,百分比
109,運動現況調查,民眾喜好運動項目,爬山,身體質量指數,標準,6,百分比
109,運動現況調查,民眾喜好運動項目,爬山,身體質量指數,過重,4.3,百分比
109,運動現況調查,民眾喜好運動項目,爬山,身體質量指數,肥胖,4.5,百分比
109,運動現況調查,民眾喜好運動項目,騎自行車,身體質量指數,整體,3.4,百分比
109,運動現況調查,民眾喜好運動項目,騎自行車,身體質量指數,過輕,3.2,百分比
109,運動現況調查,民眾喜好運動項目,騎自行車,身體質量指數,標準,3.6,百分比
109,運動現況調查,民眾喜好運動項目,騎自行車,身體質量指數,過重,2.3,百分比
109,運動現況調查,民眾喜好運動項目,騎自行車,身體質量指數,肥胖,6.5,百分比
109,運動現況調查,民眾喜好運動項目,游泳,身體質量指數,整體,4.9,百分比
109,運動現況調查,民眾喜好運動項目,游泳,身體質量指數,過輕,3.9,百分比
109,運動現況調查,民眾喜好運動項目,游泳,身體質量指數,標準,5,百分比
109,運動現況調查,民眾喜好運動項目,游泳,身體質量指數,過重,4.5,百分比
109,運動現況調查,民眾喜好運動項目,游泳,身體質量指數,肥胖,6.1,百分比
109,運動現況調查,民眾喜好運動項目,伸展操/瑜珈,身體質量指數,整體,3.3,百分比
109,運動現況調查,民眾喜好運動項目,伸展操/瑜珈,身體質量指數,過輕,6.6,百分比
109,運動現況調查,民眾喜好運動項目,伸展操/瑜珈,身體質量指數,標準,3.9,百分比
109,運動現況調查,民眾喜好運動項目,伸展操/瑜珈,身體質量指數,過重,2.5,百分比
109,運動現況調查,民眾喜好運動項目,伸展操/瑜珈,身體質量指數,肥胖,1.1,百分比
109,運動現況調查,民眾喜好運動項目,有氧舞蹈,身體質量指數,整體,0.8,百分比
109,運動現況調查,民眾喜好運動項目,慢跑,縣市,宜蘭縣,13.7,百分比
109,運動現況調查,民眾喜好運動項目,慢跑,縣市,花蓮縣,8.3,百分比
109,運動現況調查,民眾喜好運動項目,慢跑,縣市,臺東縣,13.4,百分比
109,運動現況調查,民眾喜好運動項目,慢跑,縣市,澎湖縣,10.3,百分比
109,運動現況調查,民眾喜好運動項目,慢跑,縣市,金門縣,12,百分比
109,運動現況調查,民眾喜好運動項目,慢跑,縣市,連江縣,12.5,百分比
109,運動現況調查,民眾喜好運動項目,爬山,縣市,整體,5.2,百分比
109,運動現況調查,民眾喜好運動項目,爬山,縣市,新北市,4.1,百分比
109,運動現況調查,民眾喜好運動項目,爬山,縣市,臺北市,5.6,百分比
109,運動現況調查,民眾喜好運動項目,爬山,縣市,桃園市,8.4,百分比
109,運動現況調查,民眾喜好運動項目,爬山,縣市,臺中市,8.4,百分比
109,運動現況調查,民眾喜好運動項目,爬山,縣市,臺南市,3.4,百分比
109,運動現況調查,民眾喜好運動項目,爬山,縣市,高雄市,4.5,百分比
109,運動現況調查,民眾喜好運動項目,爬山,縣市,基隆市,5.8,百分比
109,運動現況調查,民眾喜好運動項目,爬山,縣市,新竹縣,5.5,百分比
109,運動現況調查,民眾喜好運動項目,爬山,縣市,新竹市,5.8,百分比
109,運動現況調查,民眾喜好運動項目,爬山,縣市,苗栗縣,2.9,百分比
109,運動現況調查,民眾喜好運動項目,爬山,縣市,彰化縣,8.9,百分比
109,運動現況調查,民眾喜好運動項目,爬山,縣市,南投縣,7.6,百分比
109,運動現況調查,民眾喜好運動項目,爬山,縣市,雲林縣,2.3,百分比
109,運動現況調查,民眾喜好運動項目,爬山,縣市,嘉義縣,2.8,百分比
109,運動現況調查,民眾喜好運動項目,爬山,縣市,嘉義市,3.3,百分比
109,運動現況調查,民眾喜好運動項目,爬山,縣市,屏東縣,1.8,百分比
109,運動現況調查,民眾喜好運動項目,散步/走路/健走,性別,男,24.8,百分比
109,運動現況調查,民眾喜好運動項目,散步/走路/健走,性別,女,41.6,百分比
109,運動現況調查,民眾喜好運動項目,慢跑,性別,整體,14.5,百分比
109,運動現況調查,民眾喜好運動項目,慢跑,性別,男,20.5,百分比
109,運動現況調查,民眾喜好運動項目,騎自行車,年齡,50-54歲,3.6,百分比
109,運動現況調查,民眾喜好運動項目,騎自行車,年齡,55-59歲,2.3,百分比
109,運動現況調查,民眾喜好運動項目,騎自行車,年齡,60-64歲,1.1,百分比
109,運動現況調查,民眾喜好運動項目,騎自行車,年齡,65-69歲,1.9,百分比
109,運動現況調查,民眾喜好運動項目,騎自行車,年齡,70歲及以上,0.8,百分比
109,運動現況調查,民眾喜好運動項目,騎自行車,年齡,拒答,0.9,百分比
109,運動現況調查,民眾喜好運動項目,游泳,年齡,整體,4.9,百分比
109,運動現況調查,民眾喜好運動項目,游泳,年齡,13-17歲,16.9,百分比
109,運動現況調查,民眾喜好運動項目,游泳,年齡,18-24歲,9.7,百分比
109,運動現況調查,民眾喜好運動項目,游泳,年齡,25-29歲,9.8,百分比
109,運動現況調查,民眾喜好運動項目,游泳,年齡,30-34歲,4.3,百分比
109,運動現況調查,民眾喜好運動項目,游泳,年齡,35-39歲,5.5,百分比
109,運動現況調查,民眾喜好運動項目,游泳,年齡,40-44歲,5.7,百分比
109,運動現況調查,民眾喜好運動項目,游泳,年齡,45-49歲,6.4,百分比
109,運動現況調查,民眾喜好運動項目,游泳,年齡,50-54歲,3.9,百分比
109,運動現況調查,民眾喜好運動項目,游泳,年齡,55-59歲,3.1,百分比
109,運動現況調查,民眾喜好運動項目,游泳,年齡,60-64歲,1.4,百分比
109,運動現況調查,民眾喜好運動項目,游泳,年齡,65-69歲,0.3,百分比
109,運動現況調查,民眾喜好運動項目,游泳,年齡,70歲及以上,0.4,百分比
109,運動現況調查,民眾喜好運動項目,游泳,年齡,拒答,0.6,百分比
109,運動現況調查,民眾喜好運動項目,伸展操/瑜珈,年齡,整體,3.3,百分比
109,運動現況調查,民眾喜好運動項目,伸展操/瑜珈,年齡,13-17歲,0,百分比
109,運動現況調查,民眾喜好運動項目,伸展操/瑜珈,年齡,18-24歲,1.4,百分比
109,運動現況調查,民眾喜好運動項目,伸展操/瑜珈,年齡,25-29歲,4.4,百分比
109,運動現況調查,民眾喜好運動項目,伸展操/瑜珈,年齡,30-34歲,2.7,百分比
109,運動現況調查,民眾喜好運動項目,伸展操/瑜珈,年齡,35-39歲,5,百分比
109,運動現況調查,民眾喜好運動項目,伸展操/瑜珈,年齡,40-44歲,3,百分比
109,運動現況調查,民眾喜好運動項目,伸展操/瑜珈,年齡,45-49歲,4.4,百分比
109,運動現況調查,民眾喜好運動項目,伸展操/瑜珈,年齡,50-54歲,5.4,百分比
109,運動現況調查,民眾喜好運動項目,伸展操/瑜珈,年齡,55-59歲,1.9,百分比
109,運動現況調查,民眾喜好運動項目,伸展操/瑜珈,年齡,60-64歲,2.7,百分比
109,運動現況調查,民眾喜好運動項目,伸展操/瑜珈,年齡,65-69歲,3.5,百分比
109,運動現況調查,民眾喜好運動項目,伸展操/瑜珈,年齡,70歲及以上,1.7,百分比
109,運動現況調查,民眾喜好運動項目,伸展操/瑜珈,年齡,拒答,2.5,百分比
109,運動現況調查,民眾喜好運動項目,有氧舞蹈,年齡,整體,0.8,百分比
109,運動現況調查,民眾喜好運動項目,有氧舞蹈,年齡,13-17歲,0,百分比
109,運動現況調查,民眾喜好運動項目,有氧舞蹈,年齡,18-24歲,0,百分比
109,運動現況調查,民眾喜好運動項目,有氧舞蹈,年齡,25-29歲,1,百分比
109,運動現況調查,民眾喜好運動項目,有氧舞蹈,年齡,30-34歲,0.2,百分比
109,運動現況調查,民眾喜好運動項目,有氧舞蹈,年齡,35-39歲,2,百分比
109,運動現況調查,民眾喜好運動項目,有氧舞蹈,年齡,40-44歲,1,百分比
109,運動現況調查,民眾喜好運動項目,有氧舞蹈,年齡,45-49歲,1.2,百分比
109,運動現況調查,民眾喜好運動項目,有氧舞蹈,年齡,50-54歲,0.7,百分比
109,運動現況調查,民眾喜好運動項目,有氧舞蹈,年齡,55-59歲,0.9,百分比
109,運動現況調查,民眾喜好運動項目,有氧舞蹈,年齡,60-64歲,0.6,百分比
109,運動現況調查,民眾喜好運動項目,有氧舞蹈,年齡,65-69歲,0.1,百分比
109,運動現況調查,民眾喜好運動項目,有氧舞蹈,年齡,70歲及以上,0.4,百分比
109,運動現況調查,民眾喜好運動項目,有氧舞蹈,年齡,拒答,0,百分比
109,運動現況調查,民眾喜好運動項目,籃球,年齡,整體,3.6,百分比
109,運動現況調查,民眾喜好運動項目,籃球,年齡,13-17歲,28.8,百分比
109,運動現況調查,民眾喜好運動項目,籃球,年齡,18-24歲,14.3,百分比
109,運動現況調查,民眾喜好運動項目,籃球,年齡,25-29歲,10.5,百分比
109,運動現況調查,民眾喜好運動項目,籃球,年齡,30-34歲,2.7,百分比
109,運動現況調查,民眾喜好運動項目,籃球,年齡,35-39歲,3.2,百分比
109,運動現況調查,民眾喜好運動項目,籃球,年齡,40-44歲,1.5,百分比
109,運動現況調查,民眾喜好運動項目,籃球,年齡,45-49歲,1.9,百分比
109,運動現況調查,民眾喜好運動項目,籃球,年齡,50-54歲,1,百分比
109,運動現況調查,民眾喜好運動項目,籃球,年齡,55-59歲,0.9,百分比
109,運動現況調查,民眾喜好運動項目,籃球,年齡,60-64歲,0.2,百分比
109,運動現況調查,民眾喜好運動項目,籃球,年齡,65-69歲,0.3,百分比
109,運動現況調查,民眾喜好運動項目,籃球,年齡,70歲及以上,0.4,百分比
109,運動現況調查,民眾喜好運動項目,籃球,年齡,拒答,0.7,百分比
109,運動現況調查,民眾喜好運動項目,羽球,年齡,整體,3.1,百分比
109,運動現況調查,民眾喜好運動項目,羽球,年齡,13-17歲,14,百分比
109,運動現況調查,民眾喜好運動項目,羽球,年齡,18-24歲,11.1,百分比
109,運動現況調查,民眾喜好運動項目,羽球,年齡,25-29歲,7.3,百分比
109,運動現況調查,民眾喜好運動項目,羽球,年齡,30-34歲,2.3,百分比
109,運動現況調查,民眾喜好運動項目,羽球,年齡,35-39歲,2.5,百分比
109,運動現況調查,民眾喜好運動項目,羽球,年齡,40-44歲,3.7,百分比
109,運動現況調查,民眾喜好運動項目,羽球,年齡,45-49歲,2.1,百分比
109,運動現況調查,民眾喜好運動項目,羽球,年齡,50-54歲,1.2,百分比
109,運動現況調查,民眾喜好運動項目,羽球,年齡,55-59歲,0.7,百分比
109,運動現況調查,民眾喜好運動項目,羽球,年齡,60-64歲,0,百分比
109,運動現況調查,民眾喜好運動項目,羽球,年齡,65-69歲,0,百分比
109,運動現況調查,民眾喜好運動項目,羽球,年齡,70歲及以上,0.2,百分比
109,運動現況調查,民眾喜好運動項目,羽球,年齡,拒答,2,百分比
109,運動現況調查,民眾喜好運動項目,桌球,年齡,整體,0.8,百分比
109,運動現況調查,民眾喜好運動項目,桌球,年齡,13-17歲,0,百分比
109,運動現況調查,民眾喜好運動項目,桌球,年齡,18-24歲,1.8,百分比
109,運動現況調查,民眾喜好運動項目,桌球,年齡,25-29歲,2.7,百分比
109,運動現況調查,民眾喜好運動項目,桌球,年齡,30-34歲,1.8,百分比
109,運動現況調查,民眾喜好運動項目,桌球,年齡,35-39歲,0,百分比
109,運動現況調查,民眾喜好運動項目,桌球,年齡,40-44歲,1.1,百分比
109,運動現況調查,民眾喜好運動項目,桌球,年齡,45-49歲,0.6,百分比
109,運動現況調查,民眾喜好運動項目,桌球,年齡,50-54歲,0,百分比
109,運動現況調查,民眾喜好運動項目,桌球,年齡,55-59歲,0.5,百分比
109,運動現況調查,民眾喜好運動項目,有氧舞蹈,身體質量指數,過輕,0.3,百分比
109,運動現況調查,民眾喜好運動項目,有氧舞蹈,身體質量指數,標準,1.1,百分比
109,運動現況調查,民眾喜好運動項目,有氧舞蹈,身體質量指數,過重,1.1,百分比
109,運動現況調查,民眾喜好運動項目,有氧舞蹈,身體質量指數,肥胖,0.3,百分比
109,運動現況調查,民眾喜好運動項目,籃球,身體質量指數,整體,3.6,百分比
109,運動現況調查,民眾喜好運動項目,籃球,身體質量指數,過輕,6.8,百分比
109,運動現況調查,民眾喜好運動項目,籃球,身體質量指數,標準,4.5,百分比
109,運動現況調查,民眾喜好運動項目,籃球,身體質量指數,過重,1.9,百分比
109,運動現況調查,民眾喜好運動項目,籃球,身體質量指數,肥胖,4.5,百分比
